SAMPLE ID,SIO2,TIO2,AL2O3,MNO,MGO,CAO,NA2O,K2O,P2O5,class
769286,68.92,0.28,11.37,0.05,3.74,0.03,0.14,0.14,0.14,Sand
769288,65.6,0.28,10.54,0.07,5.19,0.1,0.03,0,0.04,Sand
769331,63.04,0.27,11.23,0.05,3.95,0,0,0.03,0,Sand
769278,64.83,0.22,9.31,0.02,7.09,0.03,0.05,0,0,Sand
769150,45.69,0.34,12.93,0.03,8.52,0.06,0,0,0,Sand
769072,66.96,0.23,9.34,0.04,5.18,0.03,0,0,0,Sand
760375,77.05,0.17,6.9,0.03,2.2,0,0,0.03,0,Sand
769089,49.55,0.57,14.85,0.05,7.67,0.21,0,0,0.16,Sand
769049,75.55,0.26,7.21,0.03,3.44,0.04,0.04,0.01,0.04,Sand
769142,73.64,0.27,8.53,0.04,4.13,0,0.04,0.2,0,Sand
769146,78.48,0.2,6.35,0.02,3.2,0.06,0.05,0.15,0.02,Sand
769325,73.05,0.32,9.76,0.05,3.52,0.14,0.11,0.7,0,Sand
769255,78.29,0.19,6.54,0.02,3.09,0.03,0.03,0.09,0.03,Sand
769258,83.69,0.19,4.91,0.02,2.25,0,0.04,0.09,0,Sand
769151,22.1,0.38,14.63,0.07,12.67,0.02,0,0,0.02,Sand
769061,18.72,0.09,3.26,0.02,7.23,0.6,0,0,0.02,Sand
769053,33.3,0.62,18.23,0.06,8.98,0.31,0,0,0.19,Sand
760356,42.11,0.07,2.49,0.11,4.43,1.59,0,0,0.02,Sand
769269,27.4,0.42,18.14,0.03,15.86,0.03,0,0,0,Sand
760357,38.23,0.43,16.93,0.06,5.52,0,0,0,0,Sand
273260,91.97,0.06,4.74,0,0.15,0.13,0,1.55,0.06,Sand
273262,86.46,0.05,6.34,0,0.13,0.15,0.03,4.98,0.04,Sand
273293,90.2,0.04,4.6,0,0.15,0.05,0.01,3.77,0.03,Sand
273402,89.92,0.04,4.89,0,0.07,0.02,0.06,3.55,0.01,Sand
"74HK46, SHK46",63.79,0.7,17.09,0.08,2.03,2.88,3.4,2.59,0.17,Sand
ARC133,67.44,0.63,14.75,0.06,2.64,1.07,3.02,2.71,0.165,Sand
ARC134,66.56,0.64,14.21,0.08,2.98,1.33,2.64,2.74,0.163,Sand
ARC135,71.38,0.5,11.54,0.06,2.17,2.47,2.68,2.04,0.152,Sand
ARC136,69.33,0.71,12.77,0.04,2.28,0.92,2,2.88,0.216,Sand
ARC137,66.22,0.71,13.9,0.1,2.97,1.5,1.42,3.33,0.224,Sand
ARC138,62.38,0.79,15.73,0.06,3.24,0.92,1.5,3.8,0.168,Sand
5-Aug,69.12,0.48,14.42,0.08,1.81,2.76,3.45,2.41,0.12,Sand
20-15,64.37,0.7,15.65,0.08,2.74,2.66,3.55,2.42,0.11,Sand
17-15,65.29,0.55,15.84,0.06,2.86,2.71,3.03,2.43,0.07,Sand
29-23,64.46,0.62,15.04,0.09,2.81,2.49,3.21,2.83,0.17,Sand
7-Oct,58.1,0.89,15.23,0.12,3.47,2.71,2.76,2.61,0.16,Sand
1-Jun,61.92,0.43,16.88,0.11,2.9,4.99,3.61,1.97,0.1,Sand
5-May,64.4,0.59,16.01,0.1,1.99,4.27,4.24,1.83,0.17,Sand
23-Sep,69.49,0.38,15.96,0.06,1.44,2.54,3.94,2.26,0.09,Sand
5-Jul,73.05,0.31,12.55,0.05,1.35,1.37,3.17,2.81,0.08,Sand
8-Oct,67.67,0.65,14.95,0.06,2.22,1.66,2.56,3.14,0.18,Sand
12-Dec,65.27,0.54,15.49,0.06,2.57,2.44,3.73,2.32,0.12,Sand
6-Jun,73.5,0.46,12.88,0.05,1.24,2.07,2.97,2.1,0.12,Sand
2-Mar,71.49,0.38,14.03,0.03,1.59,2.03,3.17,2,0.08,Sand
5-May,56.23,0.94,14.79,0.1,4.44,1.89,2.56,3.47,0.13,Sand
4-Jul,49.53,1.97,13.72,0.22,5.67,9.01,1.73,0.86,0.22,Sand
2202,57.3,0.42,12.86,0.079,1.62,6.12,6,1.09,0.09,Sand
1700,59.97,0.57,12.33,0.1,3.22,5.41,4.5,2.83,0.07,Sand
1699,60.91,0.35,13.59,0.086,2.88,4.52,4.84,2.42,0.11,Sand
2181,58.04,0.3,10.27,0.1,1.11,10.61,4.56,1.35,0.09,Sand
2200,73.01,0.24,9.58,0.048,1.59,3.51,3.79,1.33,0.08,Sand
2320,67.21,0.19,13.32,0.05,0.77,4.43,4.97,2.31,0.13,Sand
2327,52.09,0.37,12.11,0.1,3.47,6.22,2.78,5.4,0.06,Sand
2326,68.47,0.14,13.36,0.043,1.13,1.84,3.53,5.38,0.11,Sand
PL-43,65.98,0.47,13.44,0.08,3.34,3.03,3.6,1.44,0.09,Sand
PL-764,62.16,0.55,14.32,0.105,3.19,4.32,3.46,2.13,0.1,Sand
PL-7,68.49,0.5,12.69,0.07,2.5,3.77,3.61,1.45,0.02,Sand
PL-765,67.69,0.41,13.24,0.072,1.89,4.03,4.76,1.15,0.06,Sand
4-May,69.2,0.45,14.78,0.09,1.32,3.79,3.13,1.64,0.17,Sand
3-Mar,68.68,0.54,14.15,0.08,1.62,2.91,3.68,1.78,0.16,Sand
6-Jul,66.01,0.61,15.22,0.09,2.19,3.07,3.73,1.98,0.18,Sand
5-Jun,63.56,0.65,15.02,0.09,2.79,2.79,3.61,2.66,0.14,Sand
17-10,66.03,0.58,14.77,0.08,2.81,2.66,2.79,3.32,0.11,Sand
4-Apr,61.01,0.79,15.46,0.13,3.57,4.21,2.93,2.2,0.23,Sand
22-0,71.64,0.43,12.72,0.08,0.35,1.2,3.16,3.6,0.08,Sand
24-22,62.35,0.7,14.13,0.08,3.38,2.57,2.77,2.88,0.13,Sand
5-May,53.92,0.71,12.33,0.13,3.59,3.03,2.78,1.89,0.22,Sand
6-Jun,61.16,0.39,12.19,0.08,1.83,1.81,3.27,1.81,0.12,Sand
14-9,66.14,0.66,15.53,0.05,2.08,1.82,2.77,3.3,0.22,Sand
2-Mar,68.41,0.54,14.65,0.07,1.64,2.61,3.56,1.94,0.12,Sand
4-Dec,62.87,0.64,15.84,0.08,3.39,2.16,2.91,2.94,0.17,Sand
18-Dec,67.43,0.66,14.53,0.09,7.34,1.88,2.75,2.8,0.13,Sand
6-Nov,69.99,0.52,14.57,0.06,1.35,1.72,3.24,2.75,0.17,Sand
23-18,79.94,0.4,10.64,0.04,1.13,1.13,2.63,1.78,0.11,Sand
8-Jul,78.62,0.38,10.27,0.06,1.17,1.75,2.51,1.33,0.07,Sand
11-Jul,61.38,1.16,17.06,0.06,2.04,1.78,4.42,2.14,0.14,Sand
C-21,25.47,0.24,4.5,0.63,1.41,63.28,0.57,0.2,0.05,Sand
C-18,73.5,1.09,13.16,0.08,0.76,2.11,2.49,2.99,0.13,Sand
CT 61,56.17,0.44,11.05,0.07,4.98,2.65,4,0.62,0.27,Sand
TBK3SA,48.84,0.69,16.69,0.1,2.65,8.48,2.98,1.55,0.2,Sand
OY 4,78.45,0.31,12.06,0.02,0.84,0.11,1.35,3.29,0.04,Sand
OY 5,62.32,1.05,19.69,0.03,1.92,0.17,0.57,4.56,0.12,Sand
OY 6,71.08,0.98,16.19,0.01,0.67,0.03,0.53,4.07,0.03,Sand
OY 7,74.64,0.83,11.1,0.02,1.17,0.25,1.62,3.5,0.15,Sand
OY 8,82.28,0.45,7.28,0.08,1.62,0.17,1.37,1.19,0.05,Sand
OY 9,60.02,0.97,18.14,0.18,2.86,0.21,0.87,4.81,0.1,Sand
OY 10,80.03,0.65,8.85,0.06,1.71,0.22,2.03,1.14,0.13,Sand
OY 11,78.02,0.57,10.02,0.06,1.24,0.27,2.03,1.71,0.13,Sand
OY 12,59.55,0.98,18.32,0.12,2.89,0.25,0.97,4.77,0.13,Sand
OY 13,85.24,0.46,6.67,0.09,1.01,0.1,2.21,1.24,0.04,Sand
OY 14,60.29,1.02,18.23,0.09,2.79,0.23,1.54,4.29,0.16,Sand
OY 15,79.83,0.62,9.8,0.04,1.24,0.21,1.76,1.47,0.13,Sand
OY 17,62.07,1.04,17.24,0.14,2.34,0.29,1.31,4.98,0.15,Sand
OY 22,66.33,1.07,20.06,0,0.33,0,0.91,4.15,0.02,Sand
OY 24A,65.96,1.06,20.31,0,0.34,0,0.91,4.24,0.03,Sand
OY 24B,54.67,1.15,23.44,0.11,2.19,0.12,1.16,4.34,0.11,Sand
OY 25,78.93,0.65,9.63,0.07,0.87,0.42,1.52,1.26,0.16,Sand
03-0513-0035,74.93,0.45,10.37,0.04,0.36,3.43,4.14,1.21,0.09,Sand
WQ-2,57.17,1.06,17.64,0.08,3.41,1.34,2.11,1.85,0.27,Sand
20-15,64.37,0.7,15.65,0.08,2.74,2.66,3.55,2.42,0.11,Sand
09DDS37_1,81.81,0.14,7.54,0.01,0.27,2.72,2.1,1.32,0.05,Sand
"19-183-35-1,144-146",36.64,0.382,8.24,0.337,1.79,24.68,1.64,1.17,0.21,Sand
GA19,48.51,0.84,15.88,0.21,10.76,11.08,2.27,0.39,0.09,Sand
GA19,54,1.95,13.94,0.24,4.63,8.55,3.35,0.94,0.25,Sand
113202,73.29,0.75,5.15,0.02,2.62,5.32,0.81,2.12,0.06,Sand
N65,63.86,0.71,15.99,0.1,2.2,2.81,3.46,1.67,0.19,Sand
K207-R18(DP)-3,50.6,2.92,14.6,0.18,5.5,10.4,2.83,0.67,0.28,Sand
30C,56.7,0.53,14.6,0.11,6.2,2.65,4.76,1.39,0.14,Sand
Feb-64,73.42,0.5,11.67,0.1,2.89,1.78,1.66,1.42,0.08,Sand
GA15,48.82,0.81,16,0.2,10.88,10.6,2.21,0.36,0.07,Sand
GA15,53.98,1.64,16.16,0.21,3.86,9.46,3.1,0.83,0.2,Sand
"19-183-38-3,137-139",60.72,0.746,15.6,0.078,2.83,1.43,2.87,2.48,0.136,Sand
OY 14,60.29,1.02,18.23,0.09,2.79,0.23,1.54,4.29,0.16,Sand
SC95-69,66.5,0.6,15.6,0.1,3.2,2.3,4.4,1.3,0.1,Sand
03-0513-0035,74.93,0.45,10.37,0.04,0.36,3.43,4.14,1.21,0.09,Sand
B-8B,84.5,0.52,6.69,0.02,0.67,0.51,1.07,0.9,0.07,Sand
V34-55,4.13,0.038,0.85,0.019,0.33,50.47,0.85,0.16,0.044,Sand
273260,91.97,0.06,4.74,0,0.15,0.13,0,1.55,0.06,Sand
"74HK46, SHK46",63.79,0.7,17.09,0.08,2.03,2.88,3.4,2.59,0.17,Sand
LA1/68-07,81.73,0.37,10.1,0.014,0.35,0.56,2.16,1.27,0.03,Sand
OY 6,71.08,0.98,16.19,0.01,0.67,0.03,0.53,4.07,0.03,Sand
14,75.36,0.35,7.86,0.06,1.55,2.75,0.38,4.49,0.25,Sand
56B,65.8,0.45,13.6,0.05,2.08,2.66,3.24,2.82,0.13,Sand
173LI2B,42.92,0.97,19.16,0.26,3.72,20.22,1.88,0.21,0.12,Sand
60/4,69.57,0.62,13.92,0.07,2.24,2.52,3.16,2.15,0.1,Sand
NY90,66.77,0.68,14.34,0.1,1.57,2.17,4.2,1.46,0.19,Sand
40A,53.1,0.71,12.2,0.15,7.86,7.33,3.69,1.22,0.14,Sand
SC95-66,64.2,0.6,15.9,0.1,3.1,3.4,3.7,2.1,0.2,Sand
6-Jun,61.16,0.39,12.19,0.08,1.83,1.81,3.27,1.81,0.12,Sand
B-10B,78.7,0.55,5.66,0.27,0.34,0.13,0.59,0.89,0.19,Sand
170/93,65.03,0.69,14.92,0.08,2.17,1.84,3.19,2.16,0.15,Sand
Mar-37,80.26,0.35,8.55,0.08,1.19,0.14,0.73,1.5,0.08,Sand
LA1/68,79.3,0.36,10.17,0.059,0.56,0.89,1.31,1.2,0.05,Sand
18-Dec,67.43,0.66,14.53,0.09,7.34,1.88,2.75,2.8,0.13,Sand
12-Feb,58.12,0.55,12.81,0.05,9.08,0.15,2.22,1.5,0.05,Sand
17461,73.89,0.43,12.89,0.06,1.13,2.26,3.25,2.09,0.1,Sand
13340,49.68,0.71,15.92,0.15,10.57,10.9,2.39,0.36,0.09,Sand
GA18,48.8,0.89,16.45,0.22,9.69,10.8,2.33,0.41,0.09,Sand
GA10,47.64,0.74,15.16,0.22,12.77,10.59,2.04,0.36,0.08,Sand
GA15,48.82,0.81,16,0.2,10.88,10.6,2.21,0.36,0.07,Sand
GA23,46.71,0.74,15.27,0.22,13.04,11.46,1.9,0.31,0.06,Sand
13349,48.64,0.81,16.21,0.16,10.51,10.89,2.23,0.36,0.1,Sand
SL193,53.15,0.77,17.25,0.17,6.11,10.31,3.38,0.62,0.04,Sand
SL200,55.8,0.85,17.6,0.16,3.82,9.02,3.48,0.43,0.04,Sand
SL42-3,82.6,0.19,6.7,0.04,0.81,5.67,0.74,0.4,0.01,Sand
BM18,80.54,0.29,9.89,0.02,0.68,0.3,2.01,3.73,0.03,Sand
BM19,78.22,0.49,9.8,0.05,0.87,1.3,2.07,2.89,0.16,Sand
BM21,85.93,0.2,7.17,0.02,0.28,0.77,1.85,2.4,0.03,Sand
CC31,71.15,0.49,12.61,0.05,1.55,1.61,2.54,2.29,0.12,Sand
CC32,59.91,1.01,17.67,0.08,2.43,1.64,2.82,4.09,0.22,Sand
C124653,76.7,0.66,9.02,0.03,1.34,0.13,0.75,1.39,0.21,Sand
C124654,64.8,0.74,15.9,0.07,2.25,0.58,4.64,1.69,0.17,Sand
C124655,55.4,1.05,15.7,0.12,5.91,2.09,5.1,0.1,0.35,Sand
C124656,74.2,0.93,9.97,0.08,1.8,0.21,1.08,1.29,0.23,Sand
C124657,58.5,0.99,19,0.13,2.17,3.73,1.14,2.07,0.28,Sand
C124658,60.1,0.91,17.4,0.09,3.07,2.32,4.03,1.68,0.28,Sand
C124659,81,0.36,5.92,0.02,0.86,0.4,0.3,1.11,0.4,Sand
C124660,78.9,0.41,7.52,0.03,1.27,1.66,0.76,1.37,0.21,Sand
C124661,77.6,0.39,7,0.05,1.45,2.46,0.78,1.19,0.24,Sand
C124662,76.5,0.52,8.99,0.05,1.6,0.66,0.87,1.55,0.24,Sand
C124663,73.3,0.84,10,0.12,2,1.83,1.38,1.39,0.24,Sand
C124664,78.2,0.73,8.98,0.05,1.46,0.11,0.95,1.17,0.14,Sand
C124665,80.6,0.59,7.53,0.15,1.15,0.16,1.08,0.79,0.12,Sand
C124666,72.6,0.69,9.82,0.06,2.01,1.85,1.07,1.55,0.19,Sand
C124667,69.6,1.2,11.2,0.06,2.83,0.72,1.94,1.04,0.17,Sand
C124668,61.6,0.99,18.1,0.05,1.81,1.05,2.77,1.87,0.18,Sand
C124669,73.5,0.72,9.88,0.06,1.93,1.14,1,1.5,0.19,Sand
C124670,65.3,0.88,12.1,0.05,2.21,2.82,2.25,1.54,0.25,Sand
C124671,74.3,0.41,7.59,0.05,1.67,3.33,1,1.23,0.22,Sand
C124672,72.8,0.85,10,0.06,1.91,0.7,0.95,1.06,0.17,Sand
C124673,73.1,1.03,10.3,0.05,1.91,0.14,0.93,1.14,0.18,Sand
C124674,75.5,0.81,9.95,0.04,1.6,0.25,1.06,1.38,0.23,Sand
C124675,71.8,0.86,11.1,0.04,2.07,0.18,2.09,0.92,0.18,Sand
C124676,69.5,0.7,9.79,0.06,1.96,4.21,1.02,1.65,0.21,Sand
C124677,68.3,0.7,11.3,0.07,2.09,2.36,1.26,1.99,0.22,Sand
C124678,81.5,0.42,7.44,0.02,0.86,0.2,1.32,1.02,0.22,Sand
C124679,63.6,1.07,18.4,0.01,0.77,0.03,0.4,5.16,0.23,Sand
C224061,71.08,0.2,15,0.02,1.32,3.35,1.93,1.47,0.03,Sand
C224148,49.02,0.86,15.1,0.14,5.76,9.59,2.2,1.51,0.19,Sand
C224149,68.57,0.29,11.1,0.07,0.49,6.52,2.23,3.78,0.07,Sand
C224151,58.84,1.4,13.41,0.14,2.94,5.75,2.5,2.92,0.28,Sand
C224152,66.62,0.42,12.06,0.07,0.62,6.02,2.33,4.3,0.12,Sand
C224153,60.73,0.93,12.86,0.12,2.26,6.15,2.15,3.43,0.19,Sand
C224154,64.84,0.6,12.04,0.09,1.7,5.45,1.98,3.92,0.15,Sand
C224155,65.51,0.41,12.05,0.08,0.78,6.53,2.15,4.17,0.12,Sand
C224156,57.24,1.77,11.5,0.15,2.36,7.44,0.91,2.99,0.3,Sand
C224157,52.1,0.89,14.14,0.14,3.72,6.8,0.71,3.31,0.26,Sand
C224158,47.42,0.67,8.15,0.17,3.61,17.41,0.49,2.37,0.15,Sand
C224159,46.15,0.72,8.88,0.11,2.97,17.95,0.86,1.89,0.17,Sand
C224160,66.3,0.66,15.84,0.1,1.76,1.52,1.71,3.4,0.11,Sand
C224161,48.41,1.36,14.51,0.2,5.61,6.87,2.41,1.88,0.17,Sand
C224162,60.21,1.23,13.78,0.12,2.81,4.3,1.48,3.31,0.25,Sand
C224163,47.81,1.36,9.92,0.23,4.02,12.3,0.4,2.41,0.22,Sand
C224165,51.14,1,10.74,0.1,2.03,13.29,1.82,2.11,0.14,Sand
C224192,84.69,0.28,7.94,0.01,0.47,0.2,0.07,3.2,0.05,Sand
C224194,66.66,0.94,11.5,0.06,1.69,2.64,0.08,8.63,0.03,Sand
D101630,53.71,0.58,13.53,0.05,7.79,6.08,2.37,1.26,0.2,Sand
D101632,61.81,0.52,12.66,0.04,4.42,4.47,1.72,2.9,0.16,Sand
D113578,84.5,0.55,6.7,0.04,0.1,0.28,1.2,2.1,0.28,Sand
D113579,85,0.53,6.7,0.04,0.1,0.38,1.2,2.1,0.22,Sand
D113580,66,1.3,8.9,0.47,2,4,1.2,1.1,0.79,Sand
D113581,87.6,0.59,4.3,0.1,0.6,1.5,0.32,0.75,0.35,Sand
D113584,80.8,0.42,8.2,0.02,1,0.29,0.42,3.6,0.26,Sand
D113588,78.3,0.17,5.8,0.03,0.5,4.3,0.08,2.3,0.24,Sand
D113590,50.8,0.2,5,0.14,12.4,16.8,0.21,2.8,0.09,Sand
D113600,50.2,0.21,4.8,0.15,13,17.2,0.11,3,0.14,Sand
D113608,66,1.4,8.8,0.42,1.4,3.5,1.5,1.6,0.78,Sand
D113657,17.5,0.13,2.7,0.02,12.7,21.9,0.25,2.3,0.69,Sand
D113690,84.5,0.62,6.5,0.04,1,0.3,1.1,2.5,0.11,Sand
D113761,79.7,0.04,2.8,0.02,1,0.21,0.14,2.9,0.37,Sand
D113771,92.3,0.7,2.7,0.08,0.5,0.49,0.58,0.55,0.36,Sand
D113828,96.3,0.02,1.3,0.04,0.1,0.35,0.14,0.15,0.11,Sand
D113889,61.6,2.8,13,0.03,0.1,0.1,0.14,3.8,0.26,Sand
D113937,81.5,0.45,7.2,0.03,1.1,0.32,0.6,3.9,0.26,Sand
D113952,84.4,0.58,6.6,0.06,0.4,0.37,1.3,2.3,0.39,Sand
D118596,81.5,0.74,0.91,0.12,0.5,7,1.7,0.06,0.33,Sand
D118599,94.9,0.17,1.4,0.02,0.1,0.41,0.04,0.41,0.03,Sand
D118602,94.9,0.24,1.8,0.02,0.1,0.45,0.06,0.28,0.03,Sand
D118603,85.4,0.59,5.5,0.02,0.1,0.52,1.6,4.5,0.02,Sand
D118604,89.4,0.26,4.1,0.02,0.1,0.42,1.2,3.1,0.02,Sand
D118755,79.7,0.47,7,0.03,1.2,2.2,1.3,1.4,0.07,Sand
D118756,95.5,0.23,1.7,0.02,0.2,0.15,0.13,0.13,0.05,Sand
D118762,55,0.5,9.1,0.13,0.77,11.8,0.94,1.7,0.13,Sand
D118771,90.9,0.46,4.5,0.01,0.26,0.14,0.42,0.81,0.12,Sand
D118774,79.1,0.24,5.2,0.02,0.23,0.2,1.6,1.3,0.07,Sand
D118775,83.3,0.91,7.9,0.01,0.3,0.15,1.3,1.1,0.1,Sand
D118776,83.3,0.89,7.9,0.04,0.36,0.16,0.77,1,0.22,Sand
D118777,78.8,0.54,12.1,0.08,0.48,0.23,1.3,2.1,0.1,Sand
D118780,84.1,0.89,7.1,0.11,0.33,0.26,0.9,0.99,0.06,Sand
D118781,66.9,0.97,15.7,0.18,1.4,0.25,1.4,2.8,0.21,Sand
D118787,72.8,0.86,11.9,0.17,0.89,1.5,0.69,1.8,0.14,Sand
D118788,84.2,0.7,7.5,0.04,0.38,0.18,0.56,0.98,0.16,Sand
D118792,88.4,0.34,4.4,0.16,0.82,0.82,0.63,0.48,0.08,Sand
D118796,92.7,0.47,2.7,0.08,0.1,0.22,0.15,0.4,0.04,Sand
D118797,76,1.1,11.4,0.21,0.85,0.25,1.2,1.8,0.17,Sand
D118802,84,0.48,6.5,0.15,0.6,0.21,0.4,0.68,0.05,Sand
D118803,72.9,0.77,13.3,0.12,0.9,0.2,1.8,2.1,0.18,Sand
D118804,85.7,0.89,7.3,0.02,0.3,0.15,0.94,1.2,0.09,Sand
D118807,92.2,0.4,3,0.01,0.11,0.15,0.18,1.1,0.06,Sand
D118809,73.9,0.83,12.5,0.02,0.7,0.3,0.4,2.3,0.19,Sand
D118810,95.6,0.13,1.6,0.01,0.1,0.14,0.18,0.3,0.06,Sand
D118812,82,0.46,3.1,0.23,0.36,4.4,2.1,0.33,0.06,Sand
D118814,82.9,0.48,7.4,0.01,0.7,0.17,1.4,1.7,0.09,Sand
D118818,80.3,0.2,3.4,0.16,1.3,3.5,0.2,1,0.09,Sand
D118819,83.5,0.59,8.5,0.16,0.7,0.2,1.7,1.8,0.09,Sand
D118821,89.2,0.35,3.5,0.02,0.35,0.16,0.25,0.9,0.14,Sand
D118822,82,0.53,3.1,0.08,0.3,4.3,0.55,0.4,0.06,Sand
D118824,87,0.38,4.6,0.04,0.86,0.93,1,0.4,0.09,Sand
D118825,76.1,0.71,11.8,0.06,0.52,0.2,2.1,2.1,0.1,Sand
D118826,84.3,0.53,7.2,0.03,0.68,0.24,1,0.7,0.07,Sand
D118827,84.5,0.35,7.3,0.01,0.29,0.2,0.72,1,0.08,Sand
D118828,88.1,0.4,3.2,0.02,0.1,0.15,0.2,0.41,0.14,Sand
D118829,73.7,0.92,12.7,0.01,0.77,0.25,0.6,2.2,0.21,Sand
D118831,84.9,0.99,6.7,0.16,0.3,0.2,0.93,0.95,0.1,Sand
D118833,80.2,0.77,9,0.01,0.96,0.3,1.5,1.2,0.18,Sand
D118836,84.9,0.24,2.6,0.28,2.2,4.5,0.24,0.8,0.09,Sand
D118837,90.4,0.15,4.5,0.03,0.16,0.13,0.81,0.96,0.05,Sand
D118841,76.5,0.76,11.8,0.14,0.73,0.15,1.7,1.8,0.16,Sand
D118854,78.1,0.44,10.4,0.16,0.38,0.1,1,2,0.11,Sand
D118856,75.1,0.58,12.6,0.05,0.61,0.15,1.4,1.8,0.14,Sand
D118861,86.8,0.31,3.2,0.12,0.11,0.11,0.3,0.41,0.07,Sand
D118864,90.3,0.22,4.2,0.02,0.12,0.12,0.32,0.62,0.05,Sand
D118865,82.9,0.58,8.3,0.01,0.4,0.16,1,1,0.06,Sand
D118866,75.7,0.64,12.6,0.06,0.7,0.2,2,2.4,0.13,Sand
D118870,82.6,0.53,7.7,0.02,0.65,0.2,1.6,1.6,0.03,Sand
D118871,84.3,0.5,6.4,0.08,0.65,0.2,0.62,0.81,0.02,Sand
D118872,94.4,0.2,2.1,0.07,0.1,0.19,0.3,0.85,0.03,Sand
D118873,84.6,0.35,7.9,0.1,0.25,0.15,0.72,1.8,0.04,Sand
D118874,83.6,0.67,7.6,0.06,0.4,0.22,0.9,1,0.13,Sand
D118875,77.7,0.61,8.6,0.05,0.3,0.15,0.8,1.8,0.08,Sand
D118879,87.3,0.35,4.5,0.01,0.5,0.16,0.23,0.7,0.07,Sand
D118880,85.1,1.1,6.8,0.13,0.3,0.16,0.8,0.9,0.07,Sand
D118881,87.7,0.72,0.45,0.08,1.1,0.23,1.5,1.1,0.13,Sand
D118882,74.9,0.76,12.5,0.08,0.7,0.2,1.9,1.9,0.14,Sand
D118883,71,0.85,12.3,0.21,0.9,2,0.75,1.9,0.14,Sand
D118884,82.5,0.62,8.8,0.09,0.36,0.25,0.95,1.3,0.04,Sand
D118886,74.7,0.51,13.4,0.06,0.45,0.2,1.4,2.4,0.08,Sand
D118888,92.1,0.62,2.4,0.09,0.15,0.12,0.22,0.15,0.02,Sand
D118889,88.8,0.46,5.3,0.03,0.15,0.15,0.2,0.7,0.01,Sand
D118890,53.1,0.46,9.2,0.18,0.85,14.5,1.1,2,0.07,Sand
D118896,70.6,0.24,4.7,0.05,1.4,10.3,0.6,0.6,0.14,Sand
D118897,72.2,0.73,13.6,0.17,1,0.35,1.8,2.3,0.13,Sand
D118898,65.9,0.79,10.9,0.18,0.67,7.6,0.5,1.6,0.03,Sand
D118903,70.7,0.34,11,0.3,0.52,7.4,1.5,1.7,0.06,Sand
D118921,77,0.62,11.6,0.15,0.5,0.25,1.8,2.1,0.13,Sand
D118923,79,0.76,8.9,0.07,1.2,0.12,1.3,1.2,0.09,Sand
D118929,81.6,0.62,8.2,0.07,0.27,0.2,1.1,1.2,0.03,Sand
D118935,88.3,0.37,5,0.01,0.5,0.15,0.2,1.4,0.21,Sand
D118938,66.3,0.73,10.6,0.08,0.7,8.3,0.56,1.7,0.04,Sand
D118942,80.8,1.1,8.6,0.02,0.36,0.1,1,1.6,0.12,Sand
D118950,81.2,0.99,8.6,0.06,0.31,0.2,0.92,1.5,0.12,Sand
D118952,78.4,0.47,7.5,0.07,1.2,2.9,1.6,1.5,0.12,Sand
D118953,88.3,0.45,5.6,0.01,0.46,0.5,0.18,0.4,0.32,Sand
D118954,85.6,0.48,7.5,0.02,0.46,0.17,1.1,1.1,0.04,Sand
D118958,91.9,0.3,2.8,0.01,0.1,0.11,0.25,0.9,0.01,Sand
D118959,78.4,0.93,11.1,0.02,0.65,0.3,1.5,1.4,0.29,Sand
D118962,71,0.26,4.6,0.03,1.5,10.1,0.65,0.65,0.16,Sand
D118963,81.6,0.69,10.3,0.01,0.4,0.25,0.9,2.1,0.09,Sand
D118964,88.5,0.22,5.2,0.08,0.11,0.15,1.6,1.2,0.03,Sand
D118965,79.1,0.95,11,0.08,0.42,0.28,1.7,1.6,0.25,Sand
D118966,82,0.73,8.8,0.03,0.85,0.24,1.4,1.2,0.12,Sand
D118968,54.6,0.59,8,0.16,0.7,15.9,1.1,1.6,0.12,Sand
D118969,87.9,0.31,6.3,0.01,0.24,0.3,1.2,1.3,0.06,Sand
D118971,88.5,0.22,5.4,0.01,0.15,0.16,1.5,1.2,0.03,Sand
D118972,84.5,0.44,7.3,0.01,0.6,0.22,0.91,1.7,0.05,Sand
D118973,83.7,0.59,8.2,0.01,0.32,0.1,0.73,1.1,0.16,Sand
D118974,80.9,0.24,5.2,0.01,0.17,0.11,1.1,1.4,0.06,Sand
D118977,79.5,0.69,11.1,0.01,0.6,0.23,1.6,2.3,0.11,Sand
D118979,83.4,0.51,9.1,0.01,0.31,0.12,1.3,2,0.04,Sand
D118982,78.9,0.59,10.4,0.01,0.44,0.32,1.7,2.1,0.13,Sand
D118983,84.4,0.51,8,0.01,0.7,0.2,0.93,1,0.1,Sand
D118986,93.6,0.16,2.2,0.01,0.14,0.12,0.33,0.25,0.02,Sand
D118987,79,0.16,2.3,0.11,2.3,6.1,0.4,0.75,0.05,Sand
D118993,87.9,0.54,1,0.02,0.55,0.35,1.1,2,0.06,Sand
D118994,73.3,0.27,9.1,0.24,0.4,5.8,1.7,1.6,0.06,Sand
D118995,84.6,0.89,8,0.06,0.35,0.3,0.9,1,0.04,Sand
D118998,85.6,0.53,6.7,0.04,0.5,0.12,1,1.2,0.04,Sand
D119000,84.9,0.53,7.7,0.04,0.75,0.17,0.9,0.62,0.09,Sand
D119001,84.6,0.43,7.2,0.04,0.52,0.15,0.8,1,0.04,Sand
